Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kilotonnes","4645.6956","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kilotonnes","4513.1122","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2013","2013","3050","FAO TIER 1","kilotonnes","4658.9909","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2014","2014","3050","FAO TIER 1","kilotonnes","4656.2516","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2015","2015","3050","FAO TIER 1","kilotonnes","4580.2484","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2016","2016","3050","FAO TIER 1","kilotonnes","4559.1364","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2017","2017","3050","FAO TIER 1","kilotonnes","4620.7908","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2018","2018","3050","FAO TIER 1","kilotonnes","4661.1549","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7225","Emissions (CH4)","5060","Rice Cultivation","2019","2019","3050","FAO TIER 1","kilotonnes","4621.4168","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","27.812","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","6.2577","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1961","1961","3050","FAO TIER 1","kilotonnes","34.0697","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1962","1962","3050","FAO TIER 1","kilotonnes","28.267","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1962","1962","3050","FAO TIER 1","kilotonnes","6.3601","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1962","1962","3050","FAO TIER 1","kilotonnes","34.6271","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1963","1963","3050","FAO TIER 1","kilotonnes","28.6119","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1963","1963","3050","FAO TIER 1","kilotonnes","6.4377","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1963","1963","3050","FAO TIER 1","kilotonnes","35.0496","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1964","1964","3050","FAO TIER 1","kilotonnes","29.1403","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1964","1964","3050","FAO TIER 1","kilotonnes","6.5566","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1964","1964","3050","FAO TIER 1","kilotonnes","35.6968","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","27.1467","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","6.108","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1965","1965","3050","FAO TIER 1","kilotonnes","33.2548","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1966","1966","3050","FAO TIER 1","kilotonnes","27.1051","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1966","1966","3050","FAO TIER 1","kilotonnes","6.0986","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1966","1966","3050","FAO TIER 1","kilotonnes","33.2037","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1967","1967","3050","FAO TIER 1","kilotonnes","29.6307","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1967","1967","3050","FAO TIER 1","kilotonnes","6.6669","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1967","1967","3050","FAO TIER 1","kilotonnes","36.2976","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1968","1968","3050","FAO TIER 1","kilotonnes","31.1467","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1968","1968","3050","FAO TIER 1","kilotonnes","7.008","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1968","1968","3050","FAO TIER 1","kilotonnes","38.1547","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1969","1969","3050","FAO TIER 1","kilotonnes","32.0567","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1969","1969","3050","FAO TIER 1","kilotonnes","7.2128","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1969","1969","3050","FAO TIER 1","kilotonnes","39.2694","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1970","1970","3050","FAO TIER 1","kilotonnes","33.1146","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1970","1970","3050","FAO TIER 1","kilotonnes","7.4508","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1970","1970","3050","FAO TIER 1","kilotonnes","40.5654","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","33.0794","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","7.4429","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1971","1971","3050","FAO TIER 1","kilotonnes","40.5223","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1972","1972","3050","FAO TIER 1","kilotonnes","32.0897","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1972","1972","3050","FAO TIER 1","kilotonnes","7.2202","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1972","1972","3050","FAO TIER 1","kilotonnes","39.3099","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1973","1973","3050","FAO TIER 1","kilotonnes","34.4628","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1973","1973","3050","FAO TIER 1","kilotonnes","7.7541","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1973","1973","3050","FAO TIER 1","kilotonnes","42.217","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1974","1974","3050","FAO TIER 1","kilotonnes","32.1301","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1974","1974","3050","FAO TIER 1","kilotonnes","7.2293","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1974","1974","3050","FAO TIER 1","kilotonnes","39.3594","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","35.6503","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","8.0213","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1975","1975","3050","FAO TIER 1","kilotonnes","43.6716","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1976","1976","3050","FAO TIER 1","kilotonnes","34.8835","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1976","1976","3050","FAO TIER 1","kilotonnes","7.8488","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1976","1976","3050","FAO TIER 1","kilotonnes","42.7323","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1977","1977","3050","FAO TIER 1","kilotonnes","37.4821","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1977","1977","3050","FAO TIER 1","kilotonnes","8.4335","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1977","1977","3050","FAO TIER 1","kilotonnes","45.9156","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1978","1978","3050","FAO TIER 1","kilotonnes","38.4163","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1978","1978","3050","FAO TIER 1","kilotonnes","8.6437","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1978","1978","3050","FAO TIER 1","kilotonnes","47.06","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1979","1979","3050","FAO TIER 1","kilotonnes","36.3427","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1979","1979","3050","FAO TIER 1","kilotonnes","8.1771","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1979","1979","3050","FAO TIER 1","kilotonnes","44.5198","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1980","1980","3050","FAO TIER 1","kilotonnes","38.1179","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1980","1980","3050","FAO TIER 1","kilotonnes","8.5765","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1980","1980","3050","FAO TIER 1","kilotonnes","46.6944","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","39.599","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","8.9098","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1981","1981","3050","FAO TIER 1","kilotonnes","48.5087","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1982","1982","3050","FAO TIER 1","kilotonnes","37.4135","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1982","1982","3050","FAO TIER 1","kilotonnes","8.418","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1982","1982","3050","FAO TIER 1","kilotonnes","45.8316","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1983","1983","3050","FAO TIER 1","kilotonnes","42.7628","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1983","1983","3050","FAO TIER 1","kilotonnes","9.6216","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1983","1983","3050","FAO TIER 1","kilotonnes","52.3844","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1984","1984","3050","FAO TIER 1","kilotonnes","42.5876","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1984","1984","3050","FAO TIER 1","kilotonnes","9.5822","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1984","1984","3050","FAO TIER 1","kilotonnes","52.1698","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","42.5748","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","9.5793","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1985","1985","3050","FAO TIER 1","kilotonnes","52.1541","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1986","1986","3050","FAO TIER 1","kilotonnes","42.6884","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1986","1986","3050","FAO TIER 1","kilotonnes","9.6049","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1986","1986","3050","FAO TIER 1","kilotonnes","52.2933","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1987","1987","3050","FAO TIER 1","kilotonnes","40.5295","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1987","1987","3050","FAO TIER 1","kilotonnes","9.1191","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1987","1987","3050","FAO TIER 1","kilotonnes","49.6487","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1988","1988","3050","FAO TIER 1","kilotonnes","45.283","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1988","1988","3050","FAO TIER 1","kilotonnes","10.1887","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1988","1988","3050","FAO TIER 1","kilotonnes","55.4717","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1989","1989","3050","FAO TIER 1","kilotonnes","47.9999","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1989","1989","3050","FAO TIER 1","kilotonnes","10.8","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1989","1989","3050","FAO TIER 1","kilotonnes","58.7999","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1990","1990","3050","FAO TIER 1","kilotonnes","47.2684","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1990","1990","3050","FAO TIER 1","kilotonnes","10.6354","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1990","1990","3050","FAO TIER 1","kilotonnes","57.9038","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","47.1707","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","10.6134","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1991","1991","3050","FAO TIER 1","kilotonnes","57.7841","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1992","1992","3050","FAO TIER 1","kilotonnes","48.4461","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1992","1992","3050","FAO TIER 1","kilotonnes","10.9004","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1992","1992","3050","FAO TIER 1","kilotonnes","59.3464","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1993","1993","3050","FAO TIER 1","kilotonnes","49.7264","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1993","1993","3050","FAO TIER 1","kilotonnes","11.1884","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1993","1993","3050","FAO TIER 1","kilotonnes","60.9148","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1994","1994","3050","FAO TIER 1","kilotonnes","50.0962","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1994","1994","3050","FAO TIER 1","kilotonnes","11.2717","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1994","1994","3050","FAO TIER 1","kilotonnes","61.3679","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","50.3908","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","11.3379","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1995","1995","3050","FAO TIER 1","kilotonnes","61.7287","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1996","1996","3050","FAO TIER 1","kilotonnes","51.6906","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1996","1996","3050","FAO TIER 1","kilotonnes","11.6304","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1996","1996","3050","FAO TIER 1","kilotonnes","63.321","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1997","1997","3050","FAO TIER 1","kilotonnes","53.0462","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1997","1997","3050","FAO TIER 1","kilotonnes","11.9354","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1997","1997","3050","FAO TIER 1","kilotonnes","64.9817","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1998","1998","3050","FAO TIER 1","kilotonnes","53.4818","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1998","1998","3050","FAO TIER 1","kilotonnes","12.0334","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1998","1998","3050","FAO TIER 1","kilotonnes","65.5152","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","1999","1999","3050","FAO TIER 1","kilotonnes","54.9674","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","1999","1999","3050","FAO TIER 1","kilotonnes","12.3677","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","1999","1999","3050","FAO TIER 1","kilotonnes","67.3351","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2000","2000","3050","FAO TIER 1","kilotonnes","54.8641","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2000","2000","3050","FAO TIER 1","kilotonnes","12.3444","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2000","2000","3050","FAO TIER 1","kilotonnes","67.2085","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","55.4584","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","12.4781","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2001","2001","3050","FAO TIER 1","kilotonnes","67.9365","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2002","2002","3050","FAO TIER 1","kilotonnes","49.7926","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2002","2002","3050","FAO TIER 1","kilotonnes","11.2033","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2002","2002","3050","FAO TIER 1","kilotonnes","60.9959","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2003","2003","3050","FAO TIER 1","kilotonnes","54.6666","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2003","2003","3050","FAO TIER 1","kilotonnes","12.3","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2003","2003","3050","FAO TIER 1","kilotonnes","66.9666","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2004","2004","3050","FAO TIER 1","kilotonnes","53.9356","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2004","2004","3050","FAO TIER 1","kilotonnes","12.1355","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2004","2004","3050","FAO TIER 1","kilotonnes","66.0711","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","55.545","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","12.4976","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2005","2005","3050","FAO TIER 1","kilotonnes","68.0426","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2006","2006","3050","FAO TIER 1","kilotonnes","56.2408","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2006","2006","3050","FAO TIER 1","kilotonnes","12.6542","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2006","2006","3050","FAO TIER 1","kilotonnes","68.895","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2007","2007","3050","FAO TIER 1","kilotonnes","59.6745","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2007","2007","3050","FAO TIER 1","kilotonnes","13.4268","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2007","2007","3050","FAO TIER 1","kilotonnes","73.1013","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2008","2008","3050","FAO TIER 1","kilotonnes","60.6823","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2008","2008","3050","FAO TIER 1","kilotonnes","13.6535","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2008","2008","3050","FAO TIER 1","kilotonnes","74.3358","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2009","2009","3050","FAO TIER 1","kilotonnes","57.4223","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2009","2009","3050","FAO TIER 1","kilotonnes","12.92","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2009","2009","3050","FAO TIER 1","kilotonnes","70.3423","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2010","2010","3050","FAO TIER 1","kilotonnes","61.2574","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2010","2010","3050","FAO TIER 1","kilotonnes","13.7829","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2010","2010","3050","FAO TIER 1","kilotonnes","75.0403","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","64.4734","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","14.5065","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2011","2011","3050","FAO TIER 1","kilotonnes","78.9799","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2012","2012","3050","FAO TIER 1","kilotonnes","65.2172","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2012","2012","3050","FAO TIER 1","kilotonnes","14.6739","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2012","2012","3050","FAO TIER 1","kilotonnes","79.8911","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7234","Direct emissions (N2O)","5064","Crop Residues","2013","2013","3050","FAO TIER 1","kilotonnes","65.6526","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7236","Indirect emissions (N2O)","5064","Crop Residues","2013","2013","3050","FAO TIER 1","kilotonnes","14.7718","Fc","Calculated data",""
"GT","Emissions Totals","100","India","7230","Emissions (N2O)","5064","Crop Residues","2013","2013","3050","FAO TIER 1","kilotonnes","80.4244","Fc","Calculated data",""
